iter	Logloss	Accuracy
833	0.3375816812	0.8813982522
834	0.3375731826	0.8813982522
835	0.3373928382	0.8813982522
836	0.337345848	0.8813982522
837	0.3372884082	0.8826466916
838	0.3372343096	0.8826466916
839	0.3371688755	0.8826466916
840	0.337081725	0.8826466916
841	0.3370634156	0.8826466916
842	0.3370169947	0.8826466916
843	0.3369866667	0.8826466916
844	0.3369740824	0.8826466916
845	0.3369087271	0.8813982522
846	0.3368696578	0.8813982522
847	0.3367154632	0.8813982522
848	0.3366535132	0.8813982522
849	0.3365699513	0.8813982522
850	0.3364597427	0.8813982522
851	0.3364525527	0.8813982522
852	0.3364002447	0.8801498127
853	0.3363972058	0.8801498127
854	0.3363239513	0.8801498127
855	0.3363064824	0.8801498127
856	0.3362269115	0.8801498127
857	0.3361787775	0.8813982522
858	0.3359471728	0.8813982522
859	0.3358320238	0.8838951311
860	0.3358049929	0.8838951311
861	0.3356131978	0.8838951311
862	0.3353431563	0.8851435705
863	0.335322028	0.8851435705
864	0.3351229972	0.8838951311
865	0.3350331424	0.8851435705
866	0.3347635825	0.8851435705
867	0.3344990608	0.8851435705
868	0.3344795592	0.8851435705
869	0.3344719535	0.8851435705
870	0.3344182893	0.8851435705
871	0.3342635561	0.88639201
872	0.3341435131	0.8851435705
873	0.3340711745	0.8851435705
874	0.3340123969	0.88639201
875	0.3340112245	0.88639201
876	0.3339172219	0.88639201
877	0.33388955	0.88639201
878	0.3338754474	0.88639201
879	0.3338731172	0.88639201
880	0.3337963206	0.88639201
881	0.3336194324	0.88639201
882	0.3335908506	0.88639201
883	0.3335187952	0.88639201
884	0.3332439497	0.88639201
885	0.3332275679	0.88639201
886	0.3331916138	0.88639201
887	0.3331555512	0.88639201
888	0.3330154664	0.88639201
889	0.3330039001	0.88639201
890	0.3329426342	0.88639201
891	0.3325320456	0.88639201
892	0.3322200896	0.88639201
893	0.3322010358	0.88639201
894	0.3321520474	0.88639201
895	0.3318102273	0.88639201
896	0.3317905331	0.88639201
897	0.3316507691	0.88639201
898	0.3312655362	0.88639201
899	0.3308734509	0.88639201
900	0.3308325578	0.8851435705
901	0.3306981654	0.8851435705
902	0.3305122519	0.88639201
903	0.3305114182	0.88639201
904	0.3304536139	0.88639201
905	0.3303044132	0.88639201
906	0.3302879473	0.88639201
907	0.3302833883	0.88639201
908	0.3302704987	0.8851435705
909	0.3300718767	0.8851435705
910	0.3300200912	0.8851435705
911	0.3299795382	0.8851435705
912	0.329849349	0.8851435705
913	0.3297962783	0.8851435705
914	0.3294077474	0.88639201
915	0.3290681698	0.88639201
916	0.3289839353	0.88639201
917	0.3289747036	0.88639201
918	0.328860495	0.88639201
919	0.3287452074	0.88639201
920	0.3287324828	0.88639201
921	0.3283691678	0.88639201
922	0.3279559592	0.88639201
923	0.327880972	0.88639201
924	0.3277969704	0.88639201
925	0.3276588309	0.88639201
926	0.3275027209	0.88639201
927	0.3273254581	0.8876404494
928	0.3272149103	0.88639201
929	0.3272037588	0.88639201
930	0.3269032821	0.88639201
931	0.326773814	0.88639201
932	0.3267186918	0.88639201
933	0.3262542946	0.8876404494
934	0.3260523883	0.8876404494
935	0.3260244585	0.8888888889
936	0.3259940466	0.8888888889
937	0.3259830899	0.8888888889
938	0.3257262541	0.8888888889
939	0.3255867372	0.8901373283
940	0.3254318231	0.8901373283
941	0.325308673	0.8901373283
942	0.3250595821	0.8901373283
943	0.3249409576	0.8901373283
944	0.324890844	0.8901373283
945	0.3246315972	0.8901373283
946	0.3242926474	0.8901373283
947	0.3239536154	0.8901373283
948	0.3239386023	0.8901373283
949	0.3239365915	0.8901373283
950	0.3239297245	0.8901373283
951	0.3239287497	0.8901373283
952	0.3236727579	0.8913857678
953	0.3236348232	0.8913857678
954	0.3235475549	0.8913857678
955	0.3235269428	0.8913857678
956	0.3233107961	0.8913857678
957	0.3233005263	0.8913857678
958	0.3231777963	0.8913857678
959	0.3231268233	0.8913857678
960	0.3229372394	0.8913857678
961	0.3229077762	0.8913857678
962	0.3227138289	0.8913857678
963	0.3225535818	0.8913857678
964	0.3223328858	0.8913857678
965	0.3223273757	0.8913857678
966	0.3220929323	0.8913857678
967	0.3219991192	0.8913857678
968	0.3218719536	0.8913857678
969	0.3217987643	0.8913857678
970	0.3217579683	0.8913857678
971	0.3214086395	0.8913857678
972	0.3212285351	0.8913857678
973	0.3211495172	0.8913857678
974	0.321111411	0.8913857678
975	0.3208698405	0.8926342072
976	0.3208315203	0.8926342072
977	0.3208260223	0.8926342072
978	0.3205806911	0.8913857678
979	0.3205518172	0.8913857678
980	0.3202377036	0.8926342072
981	0.3202091786	0.8926342072
982	0.3199519797	0.8926342072
983	0.3198616711	0.8926342072
984	0.3197798648	0.8926342072
985	0.3196472717	0.8926342072
986	0.3196413795	0.8926342072
987	0.3196340916	0.8926342072
988	0.3195720168	0.8926342072
989	0.3194500753	0.8926342072
990	0.3192428753	0.8926342072
991	0.3191761166	0.8926342072
992	0.3191002083	0.8926342072
993	0.3190117427	0.8926342072
994	0.318867369	0.8926342072
995	0.318853769	0.8926342072
996	0.3188212699	0.8926342072
997	0.3187990145	0.8938826467
998	0.3185782164	0.8938826467
999	0.318355877	0.8938826467
